transaction_id,user_id,product_id,amount,payment_type,date,name,age,gender,city,registration_date,category,price,stock
T000607,U0064,P010,62.38,Wallet,2024-10-21,Ira Amin,22.0,Male,Delhi,2024-09-10,Sports,1315.44,77.0
T000608,U0064,P049,40.97,Wallet,2025-03-15,Ira Amin,22.0,Male,Delhi,2024-09-10,Home,1701.17,159.0
T000609,U0126,P010,115.98,Cash,2024-07-04,Myra Gupta,49.0,Other,Surat,2022-08-29,Sports,1315.44,77.0
T000610,U0161,P027,31.92,Net Banking,2025-07-14,Aarav Joshi,24.0,Female,Pune,2023-05-15,Toys,2241.45,134.0
T000611,U0020,P041,48.81,Credit Card,2025-04-05,Vivaan Ghosh,20.0,Male,Lucknow,2023-02-15,Home,3218.83,273.0
T000612,U0132,P048,41.94,UPI,2025-01-25,Aarav Chopra,32.0,Female,Bhopal,2022-01-07,Clothing,3666.72,295.0
T000613,U0117,P032,130.08,UPI,2023-01-06,Aadhya Joshi,31.0,Female,Kolkata,2022-06-01,Books,2913.02,176.0
T000614,U0199,P047,61.43,Credit Card,2025-07-27,Meera Roy,32.0,Male,Ghaziabad,2022-02-10,Electronics,1846.57,300.0
T000615,U0163,P043,101.4,Wallet,2025-01-03,Sara Khan,41.0,Other,Mumbai,2023-06-14,Home,3416.65,309.0
T000616,U0017,P035,22.39,Net Banking,2024-03-22,Ishaan Gupta,23.0,Other,Pune,2023-07-01,Sports,2998.97,82.0
T000617,U0110,P014,64.09,Net Banking,2024-07-03,Saanvi Kulkarni,31.0,Other,Lucknow,2023-04-22,Beauty,3844.95,467.0
T000618,U0083,P019,93.11,UPI,2023-09-25,Arjun Khan,43.0,Male,Thane,2023-07-19,Home,523.79,441.0
T000619,U0145,P032,57.36,UPI,2023-04-10,Aarav Kulkarni,34.0,Male,Kolkata,2022-05-10,Books,2913.02,176.0
T000620,U0012,P007,103.47,Wallet,2025-07-30,Aarohi Singh,28.0,Other,Ghaziabad,2024-06-25,Books,2084.59,134.0
T000621,U0005,P008,40.03,Debit Card,2025-06-22,Sara Sharma,30.0,Other,Chennai,2024-01-04,Books,4406.39,161.0
T000622,U0117,P001,127.18,Net Banking,2024-02-19,Aadhya Joshi,31.0,Female,Kolkata,2022-06-01,Grocery,393.65,371.0
T000623,U0177,P009,154.71,Wallet,2024-09-10,Ishaan Verma,32.0,Male,Vadodara,2022-10-27,Clothing,1799.44,163.0
T000624,U0041,P018,43.92,Credit Card,2025-01-08,Sara Mukherjee,37.0,Male,Vadodara,2024-02-13,Electronics,2390.82,158.0
T000625,U0065,P006,41.79,UPI,2023-12-05,Ira Gupta,38.0,Male,Bengaluru,2023-09-02,Clothing,3250.7,467.0
T000626,U0014,P026,130.59,Wallet,2024-09-17,Sai Singh,18.0,Male,Kolkata,2024-06-06,Beauty,3490.97,332.0
T000627,U0186,P045,140.86,Debit Card,2025-05-29,Saanvi Mukherjee,37.0,Female,Patna,2023-09-28,Grocery,992.11,139.0
T000628,U0168,P006,39.9,Wallet,2023-07-14,Saanvi Mehta,47.0,Female,Vadodara,2023-06-28,Clothing,3250.7,467.0
T000629,U0001,P014,42.43,Net Banking,2023-06-09,Vihaan Sharma,35.0,Other,Jaipur,2022-09-08,Beauty,3844.95,467.0
T000630,U0034,P038,46.11,Debit Card,2025-06-30,Vihaan Singh,23.0,Other,Visakhapatnam,2023-09-16,Home,393.65,58.0
T000631,U0003,P001,24.37,Wallet,2024-12-04,Aarohi Gupta,37.0,Other,Indore,2022-02-02,Grocery,393.65,371.0
T000632,U0031,P028,31.46,Wallet,2023-09-28,Aarohi Khan,27.0,Other,Lucknow,2022-04-25,Home,3602.11,250.0
T000633,U0123,P005,29.89,Debit Card,2025-02-23,Aarohi Roy,43.0,Male,Bhopal,2023-04-06,Books,1178.99,36.0
T000634,U0023,P047,34.44,Credit Card,2023-07-31,Myra Reddy,32.0,Female,Ahmedabad,2022-09-10,Electronics,1846.57,300.0
T000635,U0081,P024,53.47,UPI,2023-10-08,Vivaan Gupta,30.0,Other,Indore,2024-04-29,Home,2509.0,267.0
T000636,U0098,P050,62.84,Debit Card,2023-10-20,Ishaan Iyer,34.0,Other,Jaipur,2022-02-09,Toys,2833.37,45.0
T000637,U0018,P034,138.42,Cash,2023-01-18,Sai Iyer,34.0,Female,Nagpur,2022-10-04,Books,474.01,362.0
T000638,U0157,P042,29.99,Debit Card,2025-06-20,Aarohi Joshi,46.0,Female,Indore,2024-04-25,Home,4406.39,59.0
T000639,U0090,P047,98.55,Debit Card,2023-11-07,Sai Iyer,36.0,Male,Indore,2022-01-26,Electronics,1846.57,300.0
T000640,U0106,P040,48.02,Wallet,2025-06-25,Aadhya Singh,35.0,Other,Ahmedabad,2022-07-16,Grocery,4011.76,36.0
T000641,U0056,P006,53.0,Credit Card,2023-10-14,Aarohi Patel,39.0,Male,Vadodara,2024-05-06,Clothing,3250.7,467.0
T000642,U0193,P008,81.85,Cash,2025-02-25,Ishaan Chopra,33.0,Other,Chennai,2023-03-12,Books,4406.39,161.0
T000643,U0090,P028,27.84,UPI,2023-10-14,Sai Iyer,36.0,Male,Indore,2022-01-26,Home,3602.11,250.0
T000644,U0064,P018,68.68,Wallet,2023-06-22,Ira Amin,22.0,Male,Delhi,2024-09-10,Electronics,2390.82,158.0
T000645,U0064,P036,60.33,Cash,2024-08-06,Ira Amin,22.0,Male,Delhi,2024-09-10,Sports,1650.69,388.0
T000646,U0200,P045,73.37,Credit Card,2024-09-09,Kiara Nair,22.0,Other,Jaipur,2022-01-27,Grocery,992.11,139.0
T000647,U0053,P034,64.94,Cash,2024-01-22,Anaya Patel,26.0,Male,Chennai,2022-07-14,Books,474.01,362.0
T000648,U0192,P026,154.71,UPI,2023-04-22,Kabir Roy,38.0,Male,Kolkata,2024-08-04,Beauty,3490.97,332.0
T000649,U0062,P032,37.24,Net Banking,2023-08-19,Muhammad Verma,30.0,Other,Vadodara,2022-03-04,Books,2913.02,176.0
T000650,U0062,P032,39.7,Wallet,2023-05-26,Muhammad Verma,30.0,Other,Vadodara,2022-03-04,Books,2913.02,176.0
T000651,U0136,P001,37.57,UPI,2024-10-10,Anaya Bose,44.0,Other,Pune,2024-05-10,Grocery,393.65,371.0
T000652,U0034,P025,39.12,Cash,2025-05-11,Vihaan Singh,23.0,Other,Visakhapatnam,2023-09-16,Electronics,1408.97,272.0
T000653,U0094,P035,37.25,Wallet,2023-12-20,Kabir Ghosh,29.0,Male,Mumbai,2023-11-07,Sports,2998.97,82.0
T000654,U0196,P031,111.43,Credit Card,2023-02-04,Kabir Kulkarni,35.0,Other,Patna,2024-08-01,Grocery,3035.94,111.0
T000655,U0151,P005,128.03,Credit Card,2024-06-20,Kabir Kulkarni,34.0,Male,Patna,2024-03-12,Books,1178.99,36.0
T000656,U0056,P003,38.77,Credit Card,2025-03-26,Aarohi Patel,39.0,Male,Vadodara,2024-05-06,Beauty,3027.98,127.0
T000657,U0130,P019,33.13,Wallet,2025-10-23,Anaya Kapoor,27.0,Female,Indore,2022-03-05,Home,523.79,441.0
T000658,U0197,P027,72.45,Net Banking,2025-04-03,Kabir Roy,24.0,Male,Thane,2023-12-07,Toys,2241.45,134.0
T000659,U0022,P041,39.2,Cash,2023-11-09,Anaya Das,30.0,Other,Bhopal,2023-02-10,Home,3218.83,273.0
T000660,U0072,P006,79.82,UPI,2023-06-11,Myra Kulkarni,44.0,Other,Hyderabad,2022-03-17,Clothing,3250.7,467.0
T000661,U0131,P014,61.67,Debit Card,2024-10-31,Muhammad Mukherjee,19.0,Female,Patna,2024-08-26,Beauty,3844.95,467.0
T000662,U0101,P038,21.99,Wallet,2023-05-16,Aadhya Chopra,20.0,Male,Jaipur,2022-02-15,Home,393.65,58.0
T000663,U0080,P045,138.17,Net Banking,2024-05-03,Ishaan Amin,18.0,Female,Jaipur,2024-07-16,Grocery,992.11,139.0
T000664,U0015,P016,154.71,Credit Card,2025-06-08,Vihaan Bose,18.0,Female,Thane,2023-10-13,Books,807.27,58.0
T000665,U0030,P030,37.8,Cash,2023-04-23,Aarohi Sharma,29.0,Other,Hyderabad,2023-11-30,Home,685.55,36.0
T000666,U0080,P043,43.27,Wallet,2023-12-26,Ishaan Amin,18.0,Female,Jaipur,2024-07-16,Home,3416.65,309.0
T000667,U0031,P001,64.81,Wallet,2023-10-09,Aarohi Khan,27.0,Other,Lucknow,2022-04-25,Grocery,393.65,371.0
T000668,U0180,P001,66.73,Debit Card,2025-10-13,Reyansh Verma,53.0,Female,Bhopal,2022-04-27,Grocery,393.65,371.0
T000669,U0089,P034,81.05,Cash,2024-06-14,Kiara Kulkarni,27.0,Other,Ahmedabad,2024-08-05,Books,474.01,362.0
T000670,U0043,P024,154.71,Debit Card,2024-07-04,Ira Roy,31.0,Male,Kolkata,2022-08-19,Home,2509.0,267.0
T000671,U0188,P008,49.1,Credit Card,2024-11-17,Muhammad Das,31.0,Female,Bengaluru,2022-06-10,Books,4406.39,161.0
T000672,U0110,P018,33.82,Cash,2023-05-11,Saanvi Kulkarni,31.0,Other,Lucknow,2023-04-22,Electronics,2390.82,158.0
T000673,U0068,P046,23.86,Cash,2023-06-07,Sara Gupta,40.0,Female,Patna,2023-08-02,Toys,4406.39,267.0
T000674,U0128,P030,35.21,Cash,2025-01-07,Arjun Reddy,27.0,Male,Nagpur,2023-12-12,Home,685.55,36.0
T000675,U0015,P032,53.52,Cash,2023-12-08,Vihaan Bose,18.0,Female,Thane,2023-10-13,Books,2913.02,176.0
T000676,U0095,P011,154.71,UPI,2023-07-30,Muhammad Bose,28.0,Female,Jaipur,2024-06-04,Electronics,1410.29,36.0
T000677,U0147,P044,40.02,Wallet,2023-08-25,Ishaan Mehta,22.0,Male,Ghaziabad,2023-09-14,Beauty,1655.45,268.0
T000678,U0059,P048,62.44,Cash,2023-01-06,Vivaan Iyer,34.0,Female,Mumbai,2023-02-04,Clothing,3666.72,295.0
T000679,U0012,P001,54.06,Debit Card,2023-04-05,Aarohi Singh,28.0,Other,Ghaziabad,2024-06-25,Grocery,393.65,371.0
T000680,U0121,P024,111.39,Net Banking,2023-11-04,Ira Kapoor,38.0,Other,Lucknow,2024-08-30,Home,2509.0,267.0
T000681,U0046,P003,154.71,Cash,2025-05-08,Vivaan Ghosh,26.0,Male,Delhi,2024-05-30,Beauty,3027.98,127.0
T000682,U0058,P021,39.71,Debit Card,2025-05-02,Meera Joshi,29.0,Male,Nagpur,2024-07-13,Books,3055.12,169.0
T000683,U0185,P021,40.7,UPI,2023-06-09,Ira Bose,30.0,Female,Thane,2022-11-01,Books,3055.12,169.0
T000684,U0147,P024,102.16,Credit Card,2025-10-25,Ishaan Mehta,22.0,Male,Ghaziabad,2023-09-14,Home,2509.0,267.0
T000685,U0173,P004,82.2,Debit Card,2024-04-02,Muhammad Joshi,31.0,Female,Patna,2024-09-27,Toys,2600.12,229.0
T000686,U0133,P003,154.71,Net Banking,2023-05-22,Diya Singh,23.0,Female,Indore,2023-07-06,Beauty,3027.98,127.0
T000687,U0120,P019,77.51,UPI,2024-11-01,Vihaan Roy,38.0,Male,Thane,2023-11-15,Home,523.79,441.0
T000688,U0023,P036,44.01,Net Banking,2023-01-17,Myra Reddy,32.0,Female,Ahmedabad,2022-09-10,Sports,1650.69,388.0
T000689,U0095,P013,77.82,UPI,2024-09-14,Muhammad Bose,28.0,Female,Jaipur,2024-06-04,Beauty,3354.37,155.0
T000690,U0190,P040,106.19,Debit Card,2025-08-08,Aarav Mukherjee,19.0,Female,Ghaziabad,2023-04-27,Grocery,4011.76,36.0
T000691,U0095,P038,89.33,Net Banking,2024-02-05,Muhammad Bose,28.0,Female,Jaipur,2024-06-04,Home,393.65,58.0
T000692,U0188,P035,74.02,Debit Card,2023-11-05,Muhammad Das,31.0,Female,Bengaluru,2022-06-10,Sports,2998.97,82.0
T000693,U0002,P027,103.54,Credit Card,2024-04-22,Sai Reddy,30.0,Other,Hyderabad,2023-11-24,Toys,2241.45,134.0
T000694,U0139,P023,110.12,Wallet,2023-01-20,Kiara Reddy,38.0,Female,Pune,2022-02-21,Books,1984.98,450.0
T000695,U0086,P001,125.12,Wallet,2025-02-09,Aarohi Reddy,27.0,Female,Ahmedabad,2022-02-12,Grocery,393.65,371.0
T000696,U0189,P047,80.58,UPI,2023-08-01,Sai Iyer,25.0,Other,Bengaluru,2022-06-10,Electronics,1846.57,300.0
T000697,U0053,P034,49.39,Debit Card,2025-05-09,Anaya Patel,26.0,Male,Chennai,2022-07-14,Books,474.01,362.0
T000698,U0126,P004,59.62,Debit Card,2024-07-27,Myra Gupta,49.0,Other,Surat,2022-08-29,Toys,2600.12,229.0
T000699,U0024,P003,112.61,Debit Card,2025-04-25,Aarohi Kapoor,20.0,Female,Patna,2023-03-15,Beauty,3027.98,127.0
T000700,U0180,P024,33.44,Net Banking,2023-06-23,Reyansh Verma,53.0,Female,Bhopal,2022-04-27,Home,2509.0,267.0
T000701,U0149,P007,68.12,Cash,2023-10-01,Aarav Singh,36.0,Other,Nagpur,2023-02-11,Books,2084.59,134.0
T000702,U0164,P026,43.12,Credit Card,2023-05-08,Muhammad Gupta,25.0,Male,Indore,2023-05-16,Beauty,3490.97,332.0
T000703,U0112,P043,55.55,Debit Card,2024-04-29,Meera Iyer,31.0,Other,Bengaluru,2022-10-18,Home,3416.65,309.0
T000704,U0075,P017,117.57,UPI,2025-03-15,Reyansh Roy,18.0,Other,Surat,2023-09-19,Beauty,3697.53,235.0
T000705,U0180,P048,61.23,UPI,2024-10-13,Reyansh Verma,53.0,Female,Bhopal,2022-04-27,Clothing,3666.72,295.0
T000706,U0116,P018,56.14,Debit Card,2023-06-02,Aditya Roy,34.0,Female,Patna,2022-07-19,Electronics,2390.82,158.0
T000707,U0052,P009,24.15,Cash,2023-08-12,Vivaan Patel,28.0,Male,Nagpur,2024-01-16,Clothing,1799.44,163.0
T000708,U0040,P007,85.43,Debit Card,2025-07-09,Meera Kapoor,33.0,Male,Jaipur,2023-06-25,Books,2084.59,134.0
T000709,U0120,P021,80.42,Net Banking,2023-09-05,Vihaan Roy,38.0,Male,Thane,2023-11-15,Books,3055.12,169.0
T000710,U0138,P023,154.71,Debit Card,2025-07-14,Aadhya Chopra,29.0,Other,Mumbai,2022-03-27,Books,1984.98,450.0
T000711,U0079,P030,45.39,UPI,2023-09-03,Sara Das,32.0,Other,Lucknow,2022-07-28,Home,685.55,36.0
T000712,U0024,P011,62.27,Wallet,2024-09-15,Aarohi Kapoor,20.0,Female,Patna,2023-03-15,Electronics,1410.29,36.0
T000713,U0181,P045,63.41,Cash,2023-03-24,Aditya Bose,37.0,Female,Bengaluru,2023-08-14,Grocery,992.11,139.0
T000714,U0056,P021,140.68,Debit Card,2023-07-06,Aarohi Patel,39.0,Male,Vadodara,2024-05-06,Books,3055.12,169.0
T000715,U0183,P016,51.56,UPI,2025-03-22,Kabir Gupta,23.0,Male,Hyderabad,2023-07-26,Books,807.27,58.0
T000716,U0132,P004,64.55,Wallet,2024-09-04,Aarav Chopra,32.0,Female,Bhopal,2022-01-07,Toys,2600.12,229.0
T000717,U0067,P012,78.63,Credit Card,2025-04-08,Saanvi Ghosh,31.0,Other,Ghaziabad,2022-02-10,Sports,4263.31,176.0
T000718,U0116,P036,61.07,Wallet,2024-05-26,Aditya Roy,34.0,Female,Patna,2022-07-19,Sports,1650.69,388.0
T000719,U0025,P030,41.77,Credit Card,2023-10-14,Saanvi Bose,27.0,Female,Kolkata,2022-05-22,Home,685.55,36.0
T000720,U0032,P001,61.34,Credit Card,2024-03-31,Kabir Mukherjee,46.0,Male,Thane,2022-01-04,Grocery,393.65,371.0
T000721,U0034,P013,103.98,Net Banking,2025-02-01,Vihaan Singh,23.0,Other,Visakhapatnam,2023-09-16,Beauty,3354.37,155.0
T000722,U0176,P041,29.49,Wallet,2023-06-22,Kabir Sharma,38.0,Other,Vadodara,2022-05-10,Home,3218.83,273.0
T000723,U0150,P038,59.13,UPI,2023-06-03,Muhammad Gupta,34.0,Other,Kolkata,2022-04-15,Home,393.65,58.0
T000724,U0006,P005,35.87,Debit Card,2025-06-27,Aarohi Mukherjee,30.0,Male,Thane,2023-08-27,Books,1178.99,36.0
T000725,U0033,P006,111.84,UPI,2023-09-08,Ishaan Amin,31.0,Male,Visakhapatnam,2024-07-23,Clothing,3250.7,467.0
T000726,U0011,P030,21.89,Credit Card,2023-12-11,Myra Kapoor,28.0,Male,Nagpur,2022-03-22,Home,685.55,36.0
T000727,U0147,P028,39.04,Wallet,2025-03-19,Ishaan Mehta,22.0,Male,Ghaziabad,2023-09-14,Home,3602.11,250.0
T000728,U0128,P002,68.47,Net Banking,2025-05-23,Arjun Reddy,27.0,Male,Nagpur,2023-12-12,Grocery,605.91,150.0
T000729,U0045,P023,139.67,Debit Card,2024-01-19,Sai Chopra,20.0,Male,Mumbai,2022-03-14,Books,1984.98,450.0
T000730,U0071,P018,52.49,Net Banking,2023-11-01,Kabir Roy,34.0,Female,Bengaluru,2022-01-10,Electronics,2390.82,158.0
T000731,U0009,P040,39.13,Cash,2024-05-18,Aditya Bose,28.0,Male,Kanpur,2024-05-17,Grocery,4011.76,36.0
T000732,U0166,P019,154.71,Net Banking,2025-04-23,Meera Roy,35.0,Male,Bengaluru,2022-10-29,Home,523.79,441.0
T000733,U0141,P031,22.9,Credit Card,2023-06-29,Anaya Nair,33.0,Female,Jaipur,2024-02-10,Grocery,3035.94,111.0
T000734,U0072,P025,21.28,Debit Card,2025-05-08,Myra Kulkarni,44.0,Other,Hyderabad,2022-03-17,Electronics,1408.97,272.0
T000735,U0052,P042,71.09,Cash,2024-05-25,Vivaan Patel,28.0,Male,Nagpur,2024-01-16,Home,4406.39,59.0
T000736,U0162,P035,40.4,Credit Card,2025-02-22,Muhammad Mehta,38.0,Female,Lucknow,2022-10-14,Sports,2998.97,82.0
T000737,U0183,P023,29.58,Net Banking,2025-09-19,Kabir Gupta,23.0,Male,Hyderabad,2023-07-26,Books,1984.98,450.0
T000738,U0089,P037,83.51,Cash,2024-10-20,Kiara Kulkarni,27.0,Other,Ahmedabad,2024-08-05,Clothing,1750.62,467.0
T000739,U0100,P018,63.2,Debit Card,2023-02-23,Anaya Mukherjee,30.0,Other,Visakhapatnam,2022-04-29,Electronics,2390.82,158.0
T000740,U0082,P039,38.92,Debit Card,2023-03-02,Ishaan Verma,34.0,Male,Lucknow,2024-02-29,Grocery,4167.72,453.0
T000741,U0200,P018,25.33,Credit Card,2025-08-24,Kiara Nair,22.0,Other,Jaipur,2022-01-27,Electronics,2390.82,158.0
T000742,U0136,P023,92.16,Cash,2024-04-21,Anaya Bose,44.0,Other,Pune,2024-05-10,Books,1984.98,450.0
T000743,U0041,P007,80.65,Debit Card,2024-05-08,Sara Mukherjee,37.0,Male,Vadodara,2024-02-13,Books,2084.59,134.0
T000744,U0069,P035,51.44,Wallet,2023-04-25,Ira Nair,34.0,Female,Chennai,2023-11-17,Sports,2998.97,82.0
T000745,U0196,P015,154.71,Cash,2025-03-06,Kabir Kulkarni,35.0,Other,Patna,2024-08-01,Books,2286.25,251.0
T000746,U0091,P012,28.73,Debit Card,2024-04-29,Reyansh Nair,32.0,Female,Kolkata,2022-10-01,Sports,4263.31,176.0
T000747,U0152,P021,21.86,Wallet,2025-01-04,Vivaan Mehta,34.0,Other,Indore,2023-11-09,Books,3055.12,169.0
T000748,U0152,P002,36.05,Wallet,2024-12-21,Vivaan Mehta,34.0,Other,Indore,2023-11-09,Grocery,605.91,150.0
T000749,U0146,P037,53.13,Debit Card,2024-01-21,Meera Patel,38.0,Other,Chennai,2023-04-22,Clothing,1750.62,467.0
T000750,U0127,P035,63.18,UPI,2023-12-26,Ishaan Nair,24.0,Female,Vadodara,2022-03-24,Sports,2998.97,82.0
T000751,U0126,P003,47.24,Credit Card,2023-04-26,Myra Gupta,49.0,Other,Surat,2022-08-29,Beauty,3027.98,127.0
T000752,U0060,P039,67.44,Debit Card,2023-02-10,Ishaan Roy,39.0,Female,Indore,2023-12-15,Grocery,4167.72,453.0
T000753,U0135,P031,25.77,Credit Card,2024-11-10,Ishaan Mukherjee,24.0,Female,Mumbai,2023-02-03,Grocery,3035.94,111.0
T000754,U0158,P013,129.83,Debit Card,2024-11-28,Saanvi Khan,35.0,Female,Kolkata,2024-04-30,Beauty,3354.37,155.0
T000755,U0184,P012,51.97,UPI,2023-05-02,Kiara Kulkarni,35.0,Other,Ghaziabad,2022-08-20,Sports,4263.31,176.0
T000756,U0006,P010,106.74,Cash,2023-10-18,Aarohi Mukherjee,30.0,Male,Thane,2023-08-27,Sports,1315.44,77.0
T000757,U0199,P008,67.06,Cash,2025-01-17,Meera Roy,32.0,Male,Ghaziabad,2022-02-10,Books,4406.39,161.0
T000758,U0019,P024,71.81,Wallet,2025-03-21,Aarohi Ghosh,24.0,Other,Lucknow,2024-05-13,Home,2509.0,267.0
T000759,U0151,P007,76.85,UPI,2024-09-10,Kabir Kulkarni,34.0,Male,Patna,2024-03-12,Books,2084.59,134.0
T000760,U0083,P009,71.42,Debit Card,2025-06-13,Arjun Khan,43.0,Male,Thane,2023-07-19,Clothing,1799.44,163.0
T000761,U0164,P032,80.29,Wallet,2024-10-11,Muhammad Gupta,25.0,Male,Indore,2023-05-16,Books,2913.02,176.0
T000762,U0045,P046,121.21,Cash,2024-12-31,Sai Chopra,20.0,Male,Mumbai,2022-03-14,Toys,4406.39,267.0
T000763,U0058,P043,61.43,Cash,2023-12-26,Meera Joshi,29.0,Male,Nagpur,2024-07-13,Home,3416.65,309.0
T000764,U0097,P020,83.55,Wallet,2024-08-26,Aarohi Nair,34.0,Male,Hyderabad,2024-06-17,Toys,1595.75,428.0
T000765,U0033,P012,51.74,Wallet,2023-01-04,Ishaan Amin,31.0,Male,Visakhapatnam,2024-07-23,Sports,4263.31,176.0
T000766,U0180,P037,129.55,Net Banking,2023-03-08,Reyansh Verma,53.0,Female,Bhopal,2022-04-27,Clothing,1750.62,467.0
T000767,U0047,P039,36.39,UPI,2024-03-28,Anaya Gupta,28.0,Other,Kolkata,2022-10-13,Grocery,4167.72,453.0
T000768,U0164,P037,154.71,Credit Card,2025-10-13,Muhammad Gupta,25.0,Male,Indore,2023-05-16,Clothing,1750.62,467.0
T000769,U0037,P022,53.3,Wallet,2023-06-09,Aarav Patel,33.0,Female,Surat,2022-09-03,Electronics,3207.91,466.0
T000770,U0061,P023,23.14,UPI,2023-12-10,Aarohi Joshi,28.0,Male,Chennai,2022-10-31,Books,1984.98,450.0
T000771,U0163,P006,58.96,Wallet,2024-11-18,Sara Khan,41.0,Other,Mumbai,2023-06-14,Clothing,3250.7,467.0
T000772,U0115,P001,36.28,UPI,2024-03-05,Aarav Verma,30.0,Male,Bhopal,2023-09-18,Grocery,393.65,371.0
T000773,U0064,P045,90.41,Credit Card,2024-12-18,Ira Amin,22.0,Male,Delhi,2024-09-10,Grocery,992.11,139.0
T000774,U0066,P007,36.91,Wallet,2023-01-03,Aditya Ghosh,42.0,Female,Hyderabad,2024-08-22,Books,2084.59,134.0
T000775,U0013,P025,41.77,Net Banking,2025-05-09,Diya Chopra,33.0,Male,Bengaluru,2022-02-16,Electronics,1408.97,272.0
T000776,U0043,P027,21.28,Net Banking,2025-02-14,Ira Roy,31.0,Male,Kolkata,2022-08-19,Toys,2241.45,134.0
T000777,U0090,P035,41.62,Net Banking,2023-07-27,Sai Iyer,36.0,Male,Indore,2022-01-26,Sports,2998.97,82.0
T000778,U0123,P037,21.28,Wallet,2024-04-06,Aarohi Roy,43.0,Male,Bhopal,2023-04-06,Clothing,1750.62,467.0
T000779,U0042,P029,21.28,Credit Card,2023-03-10,Muhammad Singh,33.0,Female,Kanpur,2023-03-25,Clothing,393.65,289.0
T000780,U0076,P002,86.16,UPI,2024-06-18,Ira Sharma,38.0,Other,Vadodara,2022-11-03,Grocery,605.91,150.0
T000781,U0027,P005,87.49,UPI,2023-12-15,Vihaan Reddy,22.0,Other,Pune,2024-03-22,Books,1178.99,36.0
T000782,U0097,P011,70.48,Wallet,2023-06-03,Aarohi Nair,34.0,Male,Hyderabad,2024-06-17,Electronics,1410.29,36.0
T000783,U0141,P006,30.56,UPI,2025-09-15,Anaya Nair,33.0,Female,Jaipur,2024-02-10,Clothing,3250.7,467.0
T000784,U0181,P002,53.06,Net Banking,2023-12-04,Aditya Bose,37.0,Female,Bengaluru,2023-08-14,Grocery,605.91,150.0
T000785,U0156,P028,54.48,Debit Card,2023-04-20,Reyansh Amin,26.0,Other,Jaipur,2023-09-23,Home,3602.11,250.0
T000786,U0026,P022,27.25,Debit Card,2024-01-25,Ira Joshi,32.0,Male,Delhi,2024-05-31,Electronics,3207.91,466.0
T000787,U0105,P045,134.56,Cash,2024-06-27,Kabir Amin,30.0,Female,Indore,2022-12-01,Grocery,992.11,139.0
T000788,U0170,P019,92.43,UPI,2024-05-01,Diya Roy,25.0,Female,Surat,2022-09-15,Home,523.79,441.0
T000789,U0025,P004,47.82,Net Banking,2025-10-02,Saanvi Bose,27.0,Female,Kolkata,2022-05-22,Toys,2600.12,229.0
T000790,U0040,P004,55.49,UPI,2023-01-08,Meera Kapoor,33.0,Male,Jaipur,2023-06-25,Toys,2600.12,229.0
T000791,U0110,P006,61.87,UPI,2025-09-10,Saanvi Kulkarni,31.0,Other,Lucknow,2023-04-22,Clothing,3250.7,467.0
T000792,U0052,P007,21.28,Credit Card,2024-02-28,Vivaan Patel,28.0,Male,Nagpur,2024-01-16,Books,2084.59,134.0
T000793,U0044,P041,47.07,UPI,2023-06-17,Aditya Nair,29.0,Male,Patna,2023-07-22,Home,3218.83,273.0
T000794,U0122,P008,36.26,UPI,2025-03-25,Myra Kulkarni,24.0,Other,Visakhapatnam,2023-03-13,Books,4406.39,161.0
T000795,U0121,P032,29.93,Wallet,2024-06-26,Ira Kapoor,38.0,Other,Lucknow,2024-08-30,Books,2913.02,176.0
T000796,U0024,P042,46.12,Cash,2025-03-04,Aarohi Kapoor,20.0,Female,Patna,2023-03-15,Home,4406.39,59.0
T000797,U0048,P024,154.71,Net Banking,2025-01-26,Meera Das,40.0,Other,Ahmedabad,2024-01-11,Home,2509.0,267.0
T000798,U0048,P029,80.2,Credit Card,2024-06-23,Meera Das,40.0,Other,Ahmedabad,2024-01-11,Clothing,393.65,289.0
T000799,U0113,P030,38.76,UPI,2024-04-08,Ira Kulkarni,32.0,Female,Bengaluru,2024-04-18,Home,685.55,36.0
T000800,U0069,P037,76.98,Credit Card,2023-11-06,Ira Nair,34.0,Female,Chennai,2023-11-17,Clothing,1750.62,467.0
T000801,U0193,P045,126.42,Wallet,2023-07-18,Ishaan Chopra,33.0,Other,Chennai,2023-03-12,Grocery,992.11,139.0
T000802,U0022,P043,95.09,UPI,2025-04-27,Anaya Das,30.0,Other,Bhopal,2023-02-10,Home,3416.65,309.0
T000803,U0194,P038,56.59,Debit Card,2023-05-05,Vihaan Kapoor,22.0,Male,Ahmedabad,2024-07-19,Home,393.65,58.0
T000804,U0100,P034,37.03,Net Banking,2025-08-30,Anaya Mukherjee,30.0,Other,Visakhapatnam,2022-04-29,Books,474.01,362.0
T000805,U0147,P016,83.01,Net Banking,2024-09-04,Ishaan Mehta,22.0,Male,Ghaziabad,2023-09-14,Books,807.27,58.0
T000806,U0021,P026,69.14,Wallet,2023-03-13,Ishaan Gupta,43.0,Male,Patna,2024-06-16,Beauty,3490.97,332.0
T000807,U0129,P037,93.42,Cash,2023-10-29,Arjun Das,32.0,Male,Indore,2023-02-22,Clothing,1750.62,467.0
T000808,U0031,P049,79.93,Net Banking,2023-12-21,Aarohi Khan,27.0,Other,Lucknow,2022-04-25,Home,1701.17,159.0
